"19-Jul-21 07:29:30 am";"Socomec Colol";"Repeated unavailability.";3
"19-Jul-21 09:31:37 am";"Socomec Colol";"Recovering availability";0
"19-Jul-21 09:31:37 am";"Socomec Colol";"Recovering availability";0
"19-Jul-21 09:31:37 am";"Socomec Colol";"Availability restored";4
"19-Jul-21 09:31:48 am";"Socomec Colol";"Not available";3
"19-Jul-21 09:31:57 am";"Socomec Colol";"Recovering availability";0
"19-Jul-21 09:32:10 am";"Socomec Colol";"Availability restored";4
"19-Jul-21 09:32:21 am";"Socomec Colol";"Not available";3
